id,naics_code,code_description,num_establishments_2017,value_x1000_2017,payroll_x1000_2017,num_employees_2017,num_establishments_2012,value_x1000_2012,payroll_x1000_2012,num_employees_2012,num_establishments_2007,value_x1000_2007,payroll_x1000_2007,num_employees_2007,num_establishments_2002,value_x1000_2002,payroll_x1000_2002,num_employees_2002
207,42369,Other electronic parts and equipment merchant wholesalers,51,83874,14671,701,42,162327,13231,310,40,397896,15584,463,53,160558,12916,451
208,4237,"Hardware, plumbing and heating equipment and supplies merchant wholesalers",51,83874,14671,701,137,369076,54997,1462,148,546853,55563,1941,138,437530,42456,1766
209,42371,Hardware merchant wholesalers,51,83874,14671,701,70,186339,21848,831,80,274199,28216,1173,77,231124,23772,1129
210,42372,Plumbing and heating equipment and supplies (hydronics) merchant wholesalers,51,83874,14671,701,26,84387,5704,236,32,165109,14868,451,25,90528,7347,305
211,42373,Warm air heating and air-conditioning equipment and supplies merchant wholesalers,51,83874,14671,701,32,79928,25429,335,27,94823,11262,269,23,93644,9752,249
212,42374,Refrigeration equipment and supplies merchant wholesalers,51,83874,14671,701,9,18421,2013,59,9,12722,1217,49,13,22234,1585,83
213,4238,"Machinery, equipment, and supplies merchant wholesalers",51,83874,14671,701,175,836114,53580,1813,197,700855,73098,2222,193,561616,64072,2703
214,42381,Construction and mining (except oil well) machinery and equipment merchant wholesalers,51,83874,14671,701,33,110512,13527,467,31,175658,14498,464,26,83824,8075,450
215,42382,Farm and garden machinery and equipment merchant wholesalers,51,83874,14671,701,13,n/d,n/d,n/d,10,24993,2477,93,16,42022,3851,164
216,42383,Industrial machinery and equipment merchant wholesalers,51,83874,14671,701,69,143952,23955,769,90,241151,31906,938,90,269965,32821,1295
217,42384,Industrial supplies merchant wholesalers,51,83874,14671,701,35,87915,10214,319,29,120692,9688,264,19,36822,3996,204
218,42385,Service establishment equipment and supplies merchant wholesalers,51,83874,14671,701,20,27239,2740,157,31,131028,13982,437,39,123858,14789,560
219,42386,Transportation equipment and supplies (except motor vehicle) merchant wholesalers,51,83874,14671,701,5,1904,278,n/d,6,7332,545,25,3,5125,540,30
220,4239,Miscellaneous durable goods merchant wholesalers,51,83874,14671,701,142,226406,24271,1152,112,239941,23711,1136,134,244522,20597,1120
221,42391,Sporting and recreational goods and supplies merchant wholesalers,51,83874,14671,701,22,32647,4054,151,19,48709,5354,231,19,59657,4995,229
222,42392,Toy and hobby goods and supplies merchant wholesalers,51,83874,14671,701,14,15940,1906,96,13,20171,2524,124,15,43858,2805,117
223,42393,Recyclable material merchant wholesalers,51,83874,14671,701,27,77689,4382,235,24,80404,4481,267,37,57289,4558,314
224,42394,"Jewelry, watch, precious stone, and precious metal merchant wholesalers",51,83874,14671,701,38,63012,7447,360,20,33050,3357,160,15,14850,1977,72
225,42399,Other miscellaneous durable goods merchant wholesalers,51,83874,14671,701,41,37117,6482,310,36,57607,7996,353,48,68868,6262,388
226,424,"Merchant wholesalers, nondurable goods",51,83874,14671,701,855,14102611,681252,19200,972,19534676,745605,20896,981,10173461,552964,20481
227,4241,Paper and paper product merchant wholesalers,51,83874,14671,701,68,348818,31914,1029,82,343524,31354,992,70,577723,40310,1409
228,4242,Drugs and druggists' sundries merchant wholesalers,51,83874,14671,701,110,3064263,187962,3785,130,10504141,322869,5940,113,3044339,191278,4790
229,4243,"Apparel, piece goods, and notions merchant wholesalers",51,83874,14671,701,97,148663,17958,944,107,350570,20491,1047,135,207541,17965,1228
230,42431,"Piece goods, notions, and other dry goods merchant wholesalers",51,83874,14671,701,17,16224,2243,116,14,19567,2731,147,n/d,n/d,n/d,n/d
231,42432,Men's and boys' clothing and furnishings merchant wholesalers,51,83874,14671,701,15,49870,2868,108,24,91495,4606,163,n/d,n/d,n/d,n/d
232,42433,"Women's, children's, and infants' clothing and accessories merchant wholesalers",51,83874,14671,701,52,72468,10733,622,56,211507,10531,622,n/d,n/d,n/d,n/d
233,42434,Footwear merchant wholesalers,51,83874,14671,701,13,10102,2114,99,13,28002,2621,115,n/d,n/d,n/d,n/d
234,4244,Grocery and related product merchant wholesalers,51,83874,14671,701,304,3695342,249669,8200,329,3782675,216810,8227,299,2838221,172047,8112
235,42441,General line grocery merchant wholesalers,51,83874,14671,701,81,1606493,68141,2310,102,1416882,68174,2604,n/d,n/d,n/d,n/d
236,42442,Packaged frozen food merchant wholesalers,51,83874,14671,701,17,176992,16942,557,15,198799,12661,434,n/d,n/d,n/d,n/d
237,42443,Dairy product (except dried or canned) merchant wholesalers,51,83874,14671,701,11,69286,7484,295,18,71081,6949,273,n/d,n/d,n/d,n/d
238,42445,Confectionery merchant wholesalers,51,83874,14671,701,20,237917,15216,435,24,158782,13013,446,n/d,n/d,n/d,n/d
239,42446,Fish and seafood merchant wholesalers,51,83874,14671,701,5,59217,3438,110,10,90502,3713,150,n/d,n/d,n/d,n/d
240,42447,Meat and meat product merchant wholesalers,51,83874,14671,701,15,319721,18531,645,13,93012,6939,253,n/d,n/d,n/d,n/d
241,42448,Fresh fruit and vegetable merchant wholesalers,51,83874,14671,701,33,268992,18147,828,39,294269,16791,851,n/d,n/d,n/d,n/d
242,42449,Other grocery and related products merchant wholesalers,51,83874,14671,701,121,954513,100887,2995,105,1275070,76308,2707,n/d,n/d,n/d,n/d
243,4245,Farm product raw material merchant wholesalers,51,83874,14671,701,6,3252,223,17,7,12117,522,35,10,14727,651,54
244,4246,Chemical and allied products merchant wholesalers,51,83874,14671,701,85,509548,42664,991,100,469428,26595,844,100,370832,25049,1008
245,42461,Plastics materials and basic forms and shapes merchant wholesalers,51,83874,14671,701,22,60893,4906,166,22,88086,5183,152,22,76019,3466,152
246,42469,Other chemical and allied products merchant wholesalers,51,83874,14671,701,63,448656,37757,825,78,381343,21412,692,78,294813,21583,856
247,4247,Petroleum and petroleum products merchant wholesalers,51,83874,14671,701,54,3674772,31151,672,69,2398813,33508,930,97,1571441,25894,1141
248,4248,"Beer, wine, and distilled alcoholic beverage merchant wholesalers",51,83874,14671,701,24,1988680,56340,1670,25,889117,56060,1366,33,955916,45056,1239
249,4249,Miscellaneous nondurable goods merchant wholesalers,51,83874,14671,701,107,669273,63372,1894,123,784290,37397,1514,124,592721,34714,1500
250,42491,Farm supplies merchant wholesalers,51,83874,14671,701,7,3530,590,38,14,19130,1564,83,14,25846,1995,104
251,42492,"Book, periodical, and newspaper merchant wholesalers",51,83874,14671,701,18,80556,12518,411,34,50212,8283,307,32,85478,10802,411
252,42493,"Flower, nursery stock, and florists' supplies merchant wholesalers",51,83874,14671,701,24,96699,3633,153,19,140861,2862,161,24,172232,4504,280
253,42494,Tobacco and tobacco product merchant wholesalers,51,83874,14671,701,21,422382,33436,771,21,435508,14443,310,7,204556,9709,216
254,42495,"Paint, varnish, and supplies merchant wholesalers",51,83874,14671,701,10,16614,2573,119,12,11684,1007,44,5,5863,528,26
255,42499,Other miscellaneous nondurable goods merchant wholesalers,51,83874,14671,701,27,49491,10621,401,23,126894,9238,610,42,98746,7176,463
256,425,Wholesale electronic markets and agents and brokers,51,83874,14671,701,81,34559,9190,299,108,182900,11826,524,132,463692,26241,1131
257,4251,Wholesale electronic markets and agents and brokers,51,83874,14671,701,81,34559,9190,299,108,182900,11826,524,132,463692,26241,1131
258,44-45,Retail trade,51,83874,14671,701,9732,24957584,1995812,124887,11129,26192445,2026673,135099,11465,20422975,1655584,122435
259,441,Motor vehicle and parts dealers,51,83874,14671,701,1280,4439805,274625,13291,1383,4207946,271979,13541,1343,4658125,250431,13427
260,4411,Automobile dealers,51,83874,14671,701,297,3485134,140907,6176,339,3153435,153117,6224,377,3459172,140035,6288
261,44111,New car dealers,51,83874,14671,701,176,2984514,130497,5618,190,2876508,138895,5409,236,3221684,130906,5718
262,44112,Used car dealers,51,83874,14671,701,121,500620,10410,558,149,276928,14222,815,141,237488,9129,570
263,4412,Other motor vehicle dealers,51,83874,14671,701,54,51629,5074,241,69,89701,6685,367,55,108418,5211,280
264,44121,Recreational vehicle dealers,51,83874,14671,701,7,9719,979,47,6,5497,497,28,9,8817,1057,59
265,44122,"Motorcycle, boat, and other motor vehicle dealers",51,83874,14671,701,47,41910,4094,193,63,84205,6189,340,46,99601,4154,221
266,4413,"Automotive parts, accessories, and tire stores",51,83874,14671,701,929,903042,128644,6873,975,964811,112177,6951,911,1090535,105185,6859
267,44131,Automotive parts and accessories stores,51,83874,14671,701,770,713117,103264,5401,841,873116,105842,6492,778,1019638,100454,6440
268,44132,Tire dealers,51,83874,14671,701,159,189926,25381,1473,134,91695,6336,459,133,70897,4731,419
269,442,Furniture and home furnishings stores,51,83874,14671,701,328,473371,44796,2318,465,735787,74036,4543,465,484581,51167,3440
270,4421,Furniture stores,51,83874,14671,701,232,385799,35027,1621,339,551503,51599,2786,359,400755,41733,2628
271,4422,Home furnishings stores,51,83874,14671,701,96,87572,9768,696,126,184285,22438,1756,106,83826,9434,812
272,44221,Floor covering stores,51,83874,14671,701,12,17901,1203,87,14,17178,2641,123,17,17128,1925,109
273,44229,Other home furnishings stores,51,83874,14671,701,84,69671,8565,609,112,167107,19796,1632,89,66698,7509,703
274,443,Electronics and appliance stores,51,83874,14671,701,442,487301,58680,3201,435,730931,71585,3951,491,700565,65977,3735
275,4431,Electronics and appliance stores,51,83874,14671,701,442,487301,58680,3201,435,730931,71585,3951,491,700565,65977,3735
276,44311,"Appliance, television, and other electronics stores",51,83874,14671,701,n/d,n/d,n/d,n/d,290,268679,34256,2171,327,483102,46531,2785
277,44312,Computer and software stores,51,83874,14671,701,n/d,n/d,n/d,n/d,124,457808,36567,1713,131,211576,18009,849
278,44313,Camera and photographic supplies stores,51,83874,14671,701,n/d,n/d,n/d,n/d,21,4444,762,67,33,5887,1437,101
279,444,Building material and garden equipment and supplies dealers,51,83874,14671,701,914,1293762,152279,8120,1133,1923257,163136,9962,1137,1874706,138173,9448
280,4441,Building material and supplies dealers,51,83874,14671,701,832,1230780,145954,7796,1040,1883994,157129,9608,1035,1835552,134376,9125
281,44411,Home centers,51,83874,14671,701,38,378163,38843,1997,49,503147,32156,1956,79,568511,37525,2577
282,44412,Paint and wallpaper stores,51,83874,14671,701,101,89965,12391,394,144,125611,12795,453,97,80620,9114,464
283,44413,Hardware stores,51,83874,14671,701,471,481451,59739,3699,563,777564,65198,4654,571,791693,50545,3737
284,44419,Other building material dealers,51,83874,14671,701,222,281202,34981,1705,284,477672,46981,2546,288,394728,37192,2347
285,4442,Lawn and garden equipment and supplies stores,51,83874,14671,701,82,62982,6325,324,93,39264,6007,354,102,39154,3797,323
286,44421,Outdoor power equipment stores,51,83874,14671,701,11,14393,1734,58,10,9290,2704,85,10,2908,206,17
287,44422,"Nursery, garden center, and farm supply stores",51,83874,14671,701,71,48589,4590,266,83,29973,3303,270,92,36246,3591,306
288,445,Food and beverage stores,51,83874,14671,701,1143,4238505,288055,22737,1433,4492695,332540,28371,1463,3555075,263392,24566
289,4451,Grocery stores,51,83874,14671,701,871,4132509,268691,21218,1076,4321356,313460,26480,1140,3374554,247973,23166
290,44511,Supermarkets and other grocery (except convenience) stores,51,83874,14671,701,764,3917115,263080,20778,990,4218363,306326,25894,1053,3318949,244203,22710
291,44512,Convenience stores,51,83874,14671,701,107,215393,5610,440,86,102993,7134,586,87,55605,3770,456
292,4452,Specialty food stores,51,83874,14671,701,197,62598,14980,1163,285,141062,16511,1650,240,136026,12392,1124
293,44521,Meat markets,51,83874,14671,701,19,12093,3137,204,23,25492,2121,159,44,19381,1516,158
294,44522,Fish and seafood markets,51,83874,14671,701,7,2243,153,n/d,7,2500,338,28,7,861,207,10
295,44523,Fruit and vegetable markets,51,83874,14671,701,33,14624,2598,142,22,11774,986,76,31,45934,3297,243
296,44529,Other specialty food stores,51,83874,14671,701,138,33639,9092,807,233,101296,13066,1389,158,69850,7372,713
297,4453,"Beer, wine, and liquor stores",51,83874,14671,701,75,43398,4383,355,72,30276,2569,242,83,44495,3027,276
298,446,Health and personal care stores,51,83874,14671,701,1447,3909171,340567,15648,1431,3658055,292589,14871,1345,1754296,193654,12239
299,4461,Health and personal care stores,51,83874,14671,701,1447,3909171,340567,15648,1431,3658055,292589,14871,1345,1754296,193654,12239
300,44611,Pharmacies and drug stores,51,83874,14671,701,854,3546971,278510,12244,819,3291497,235265,11591,788,1412292,151940,9442
301,44612,"Cosmetics, beauty supplies, and perfume stores",51,83874,14671,701,174,144674,17566,1067,177,134087,15392,1020,140,116853,11878,847
302,44613,Optical goods stores,51,83874,14671,701,205,92002,18806,1051,213,99529,19420,1102,215,121114,15932,1068
303,44619,Other health and personal care stores,51,83874,14671,701,214,125523,25683,1284,222,132941,22511,1158,202,104037,13904,882
304,447,Gasoline stations,51,83874,14671,701,775,2769444,69953,5078,934,2490679,63289,5911,1129,1519954,60239,5695
305,4471,Gasoline stations,51,83874,14671,701,775,2769444,69953,5078,934,2490679,63289,5911,1129,1519954,60239,5695
306,44711,Gasoline stations with convenience stores,51,83874,14671,701,635,2588700,59193,4364,632,1739418,47806,4531,651,1037991,42837,3977
307,44719,Other gasoline stations,51,83874,14671,701,140,180745,10759,715,302,751261,15482,1380,478,481963,17402,1718
308,448,Clothing and clothing accessories stores,51,83874,14671,701,2020,2515675,272524,22485,2182,2223920,238233,19924,2219,1699942,204159,18023
309,4481,Clothing stores,51,83874,14671,701,1306,1945631,196734,17353,1348,1546636,156164,13871,1315,1026528,128916,12432
310,44811,Men's clothing stores,51,83874,14671,701,195,146546,22213,1719,229,233774,31553,2644,235,194010,24391,1957
311,44812,Women's clothing stores,51,83874,14671,701,338,480718,38896,3412,551,776966,62161,5570,487,392060,55441,5889
312,44813,Children's and infants' clothing stores,51,83874,14671,701,58,38000,6687,541,88,46029,7753,720,87,33407,5063,468
313,44814,Family clothing stores,51,83874,14671,701,481,1163906,99738,9849,290,394282,41502,3581,335,320756,32090,3055
314,44815,Clothing accessories stores,51,83874,14671,701,148,57699,18854,1092,119,56700,8083,911,68,41545,6231,523
315,44819,Other clothing stores,51,83874,14671,701,86,58763,10346,741,71,38884,5112,444,103,44750,5700,540
316,4482,Shoe stores,51,83874,14671,701,474,421868,52366,3695,497,449002,53227,3933,557,480288,52107,3888
317,4483,"Jewelry, luggage, and leather goods stores",51,83874,14671,701,240,148174,23422,1437,337,228282,28842,2119,347,193126,23136,1703
318,44831,Jewelry stores,51,83874,14671,701,228,141088,22766,1397,323,221050,28186,2070,331,183629,22189,1640
319,44832,Luggage and leather goods stores,51,83874,14671,701,12,7086,656,39,14,7232,656,49,16,9497,947,63
320,451,"Sporting goods, hobby, book, and music stores",51,83874,14671,701,274,140203,26990,1601,454,348612,32160,2540,492,366687,37945,2801
321,4511,"Sporting goods, hobby, and musical instrument stores",51,83874,14671,701,199,101143,19024,1183,299,237680,20013,1574,300,204235,19714,1491
322,45111,Sporting goods stores,51,83874,14671,701,91,49405,7779,377,108,43923,4781,379,95,35875,3627,312
323,45112,"Hobby, toy, and game stores",51,83874,14671,701,38,16678,5825,475,79,157123,10578,815,86,123171,10672,717
324,45113,"Sewing, needlework, and piece goods stores",51,83874,14671,701,35,17351,3064,192,95,30812,3933,329,99,36507,4683,392
325,45114,Musical instrument and supplies stores,51,83874,14671,701,35,17709,2356,139,17,5823,721,51,20,8682,732,70
326,4512,"Book, periodical, and music stores",51,83874,14671,701,75,39059,7967,419,155,110933,12146,966,192,162452,18231,1310
327,45121,Book stores and news dealers,51,83874,14671,701,75,39059,7967,419,85,64474,7515,597,91,93756,11223,716
328,45122,"Prerecorded tape, compact disc and record stores",51,83874,14671,701,n/d,n/d,n/d,n/d,70,46458,4632,369,101,68696,7008,594
329,452,General merchandise stores,51,83874,14671,701,339,4024841,364110,25199,439,4643343,402721,26067,466,3108101,315179,23490
330,4521,Department stores,51,83874,14671,701,95,966465,108568,8130,193,1971671,203445,13835,257,2220723,226381,16952
331,45211,Department stores,51,83874,14671,701,95,966465,108568,8130,193,1971671,203445,13835,257,2220723,226381,16952
332,4529,Other general merchandise stores,51,83874,14671,701,244,3058375,255542,17068,246,2671672,199276,12231,209,887378,88798,6538
333,45299,All other general merchandise stores,51,83874,14671,701,227,2329971,205962,15313,221,1008851,106975,7507,195,787794,80896,5954
334,453,Miscellaneous store retailers,51,83874,14671,701,556,440466,74438,3745,620,506456,56264,3812,700,473331,50949,4172
335,4531,Florists,51,83874,14671,701,44,9927,1642,99,72,21302,2018,166,102,19058,2687,236
336,4532,"Office supplies,51,83874,14671,701, stationery, and gift stores",51,83874,14671,701,271,306972,47159,2467,326,366079,43360,2823,376,327212,33404,2688
337,45321,Office supplies and stationery stores,51,83874,14671,701,134,253124,34005,1501,148,275991,30493,1697,175,235789,22034,1555
338,45322,"Gift, novelty, and souvenir stores",51,83874,14671,701,137,53848,13154,965,178,90087,12866,1126,201,91423,11370,1133
339,4533,Used merchandise stores,51,83874,14671,701,10,2373,399,25,9,3945,553,24,11,2037,267,28
340,4539,Other miscellaneous store retailers,51,83874,14671,701,231,121194,25237,1154,213,115130,10334,798,211,125024,14591,1220
341,45391,Pet and pet supplies stores,51,83874,14671,701,79,57286,9131,433,71,38548,3205,282,77,27692,2606,239
342,45392,Art dealers,51,83874,14671,701,24,10644,1597,74,34,17889,1518,102,35,17345,2105,140
343,45399,All other miscellaneous store retailers,51,83874,14671,701,126,52167,14392,644,107,57163,5294,398,99,79987,9880,841
344,454,Nonstore retailers,51,83874,14671,701,214,225039,28794,1463,220,230761,28141,1608,215,227612,24319,1399
345,4541,Electronic shopping and mail-order houses,51,83874,14671,701,15,32199,2042,95,14,14938,1730,140,11,n/d,n/d,n/d
346,4542,Vending machine operators,51,83874,14671,701,30,19316,3260,183,40,22429,3838,282,41,n/d,n/d,n/d
347,4543,Direct selling establishments,51,83874,14671,701,169,173525,23493,1187,166,193395,22573,1186,163,202839,20682,1177
348,45431,Fuel dealers,51,83874,14671,701,126,162315,15507,779,124,99270,9246,579,118,115892,9531,584
349,45439,Other direct selling establishments,51,83874,14671,701,43,11209,7986,407,42,94124,13328,607,45,86947,11151,593
350,48-49,Transportation and warehousing,51,83874,14671,701,918,1918575,356088,13716,1041,2167349,340297,14710,1071,2076573,253758,13137
351,481,Air transportation,51,83874,14671,701,13,13882,4271,140,44,310710,54744,1654,36,147208,16890,703
352,4811,Scheduled air transportation,51,83874,14671,701,n/d,n/d,n/d,n/d,25,271944,49167,1347,25,128108,14691,621
353,4812,Nonscheduled air transportation,51,83874,14671,701,13,13882,4271,140,19,38766,5577,307,11,19100,2199,82
354,483,Water transportation,51,83874,14671,701,16,92260,34046,890,14,180995,23698,363,19,74811,14457,591
355,484,Truck transportation,51,83874,14671,701,388,292716,59427,2864,505,409584,68691,3848,521,349261,50018,3076
356,4841,General freight trucking,51,83874,14671,701,302,258130,50444,2470,371,291806,53207,3002,375,234834,34673,2189
357,4842,Specialized freight trucking,51,83874,14671,701,86,34585,8983,394,134,117779,15485,845,146,114427,15345,887
358,485,Transit and ground passenger transportation,51,83874,14671,701,189,142113,40582,2071,170,117607,24414,1452,150,175679,10005,853
359,4851,Urban transit systems,51,83874,14671,701,6,1005,476,30,3,480,318,15,7,n/d,n/d,n/d
360,4852,Interurban and rural bus transportation,51,83874,14671,701,9,2361,462,31,10,2533,294,33,5,n/d,n/d,n/d
361,4853,Taxi and limousine service,51,83874,14671,701,15,4142,1469,77,22,4679,1018,87,23,4142,663,66
362,4854,School and employee bus transportation,51,83874,14671,701,146,88199,19049,1355,120,50990,7635,830,99,27419,4056,506
363,486,Pipeline transportation,51,83874,14671,701,11,4853,1183,48,12,16270,3161,119,5,n/d,n/d,n/d
364,487,Scenic and sightseeing transportation,51,83874,14671,701,16,14214,2816,303,14,43217,5984,295,17,n/d,n/d,n/d
365,4871,"Scenic and sightseeing transportation, land",51,83874,14671,701,4,3956,1083,41,4,16763,3460,119,8,n/d,n/d,n/d
366,4872,"Scenic and sightseeing transportation, water",51,83874,14671,701,8,5612,1653,236,9,25707,2397,173,6,13241,1158,80
367,488,Support activities for transportation,51,83874,14671,701,169,432074,110789,3875,168,592628,100689,4456,183,711519,106344,5124
368,4881,Support activities for air transportation,51,83874,14671,701,31,68494,17347,839,24,61899,16829,958,28,69167,12725,856
369,48811,Airport operations,51,83874,14671,701,11,23086,10891,607,8,26628,11194,711,n/d,n/d,n/d,n/d
370,48819,Other support activities for air transportation,51,83874,14671,701,20,45408,6456,233,16,35272,5636,247,n/d,n/d,n/d,n/d
371,4883,Support activities for water transportation,51,83874,14671,701,28,204887,46467,1444,37,104064,38016,1750,47,284354,57636,2220
372,48831,Port and harbor operations,51,83874,14671,701,9,165215,39056,823,5,11995,3293,195,n/d,n/d,n/d,n/d
373,48832,Marine cargo handling,51,83874,14671,701,8,30610,5129,508,17,79702,31590,1375,n/d,n/d,n/d,n/d
374,48833,Navigational services to shipping,51,83874,14671,701,6,1157,398,38,10,7174,2703,170,n/d,n/d,n/d,n/d
375,48839,Other support activities for water transportation,51,83874,14671,701,5,7905,1883,76,5,5191,430,n/d,n/d,n/d,n/d,n/d
376,4884,Support activities for road transportation,51,83874,14671,701,29,43546,8324,281,22,46450,6342,233,26,27263,2689,150
377,4885,Freight transportation arrangement,51,83874,14671,701,77,108983,37178,1205,78,374001,37936,1380,79,328901,32932,1873
378,4889,Other support activities for transportation,51,83874,14671,701,4,6163,1473,106,6,5878,1503,130,3,1834,362,25
379,492,Couriers and messengers,51,83874,14671,701,52,681492,55455,1494,47,183076,25388,995,63,244228,23319,1066
380,4921,Couriers and express delivery services,51,83874,14671,701,36,677383,54654,1446,31,179071,24286,897,39,238531,21908,929
381,4922,Local messengers and local delivery,51,83874,14671,701,16,4109,801,47,16,4005,1102,98,24,5697,1411,137
382,493,Warehousing and storage,51,83874,14671,701,64,244969,47518,2030,67,313261,33526,1525,77,346002,29039,1525
383,4931,Warehousing and storage,51,83874,14671,701,64,244969,47518,2030,67,313261,33526,1525,77,346002,29039,1525
384,49311,General warehousing and storage,51,83874,14671,701,46,185838,38404,1637,47,180604,23212,1035,n/d,n/d,n/d,n/d
385,49312,Refrigerated warehousing and storage,51,83874,14671,701,5,13484,1976,202,10,35205,2908,163,n/d,n/d,n/d,n/d
386,49313,Farm product warehousing and storage,51,83874,14671,701,1,n/d,n/d,n/d,3,1013,151,n/d,n/d,n/d,n/d,n/d
387,49319,Other warehousing and storage,51,83874,14671,701,12,41083,6910,184,7,96439,7255,315,n/d,n/d,n/d,n/d
388,51,Information,51,83874,14671,701,727,12342587,542569,22610,642,11383571,807673,22345,462,3686792,633161,19696
389,5111,"Newspaper, periodical, book, and directory publishers",51,83874,14671,701,83,271207,75451,1785,120,449275,123542,3110,79,n/d,n/d,n/d
390,51111,Newspaper publishers,51,83874,14671,701,35,225319,63415,1439,53,327350,99605,2427,23,354013,97964,3125
391,51112,Periodical publishers,51,83874,14671,701,16,8295,3348,87,24,19708,5387,182,21,23287,5100,209
392,51113,Book publishers,51,83874,14671,701,12,24083,5689,130,19,25070,5719,177,11,11458,2630,90
393,51119,Other publishers,51,83874,14671,701,19,13352,2941,124,20,9387,2508,102,18,n/d,n/d,n/d
394,512,Motion picture and sound recording industries,51,83874,14671,701,83,133025,23769,1830,105,157019,22661,2370,116,175717,23890,1789
395,5121,Motion picture and video industries,51,83874,14671,701,76,132489,23606,1818,91,152966,21732,2323,92,163344,21701,1707
396,51211,Motion picture and video production,51,83874,14671,701,26,19401,4720,105,41,41068,7349,213,40,67460,5776,179
397,51219,Postproduction services and other motion picture and video industries,51,83874,14671,701,10,4681,1462,44,9,6813,1600,77,13,8411,1994,75
398,5122,Sound recording industries,51,83874,14671,701,7,537,163,n/d,14,4054,929,47,24,12373,2189,82
399,515,Broadcasting (except Internet),51,83874,14671,701,96,266401,80182,1903,81,239815,79826,2119,76,n/d,n/d,n/d
400,5151,Radio and television broadcasting,51,83874,14671,701,89,259647,77724,1842,78,236289,79093,2076,75,240367,61563,1830
401,51511,Radio broadcasting,51,83874,14671,701,66,48648,15494,626,59,70345,23887,965,59,64842,19854,960
402,51512,Television broadcasting,51,83874,14671,701,23,210999,62230,1216,19,165943,55206,1110,16,175525,41709,870
403,5152,Cable and other subscription programming,51,83874,14671,701,7,6754,2457,61,3,3527,733,43,1,n/d,n/d,n/d
404,517,Telecommunications,51,83874,14671,701,284,2378200,237922,10725,219,3270263,456798,11527,103,2546413,367576,10535
405,5171,Wired telecommunications carriers,51,83874,14671,701,43,1409963,60146,6351,51,1908176,311358,7435,n/d,n/d,n/d,n/d
406,5172,Wireless telecommunications carriers (except satellite),51,83874,14671,701,182,817040,132295,2639,121,1192815,117573,3206,27,687229,98413,2365
407,5174,Satellite telecommunications,51,83874,14671,701,4,3670,389,n/d,5,5524,1704,88,3,7777,2423,95
408,5179,Other telecommunications,51,83874,14671,701,55,147527,45092,1718,42,163750,26164,798,n/d,n/d,n/d,n/d
409,518,"Data processing, hosting and related services",51,83874,14671,701,104,491120,81420,5246,46,291547,95461,2343,n/d,n/d,n/d,n/d
410,5182,"Data processing, hosting, and related services",51,83874,14671,701,104,491120,81420,5246,45,291285,95448,2342,21,145190,34390,906
411,519,Other information services,51,83874,14671,701,63,100225,30154,895,61,52461,14037,562,35,32588,12275,337
412,5191,Other information services,51,83874,14671,701,63,100225,30154,895,61,52461,14037,562,n/d,n/d,n/d,n/d
413,51911,News syndicates,51,83874,14671,701,5,1135,575,17,5,1810,371,28,n/d,n/d,n/d,n/d
414,51912,Libraries and archives,51,83874,14671,701,9,5172,1674,81,11,7302,2351,99,n/d,n/d,n/d,n/d
415,51913,Internet publishing and broadcasting and web search portals,51,83874,14671,701,16,55618,11372,230,3,1193,402,20,n/d,n/d,n/d,n/d
416,51919,All other information services,51,83874,14671,701,33,38301,16534,567,42,42156,10913,415,n/d,n/d,n/d,n/d
417,52,Finance and insurance,51,83874,14671,701,1791,14644495,1172737,30950,2202,26835131,1495772,41021,1809,10233015,1152628,36059
418,522,Credit intermediation and related activities,51,83874,14671,701,1044,6164175,593308,17609,1436,18998723,922047,26867,1134,4455067,680335,23225
419,5221,Depository credit intermediation,51,83874,14671,701,685,4214135,400402,12217,878,15631428,566648,16717,390,2186724,281642,9390
420,52211,Commercial banking,481,51,83874,14671,701,3729092,303792,8836,644,15037437,480304,13063,244,1853581,239290,7114
421,52212,Savings institutions,51,83874,14671,701,23,165217,27764,745,16,136064,18387,593,6,21534,2337,122
422,52213,Credit unions,51,83874,14671,701,181,319827,68846,2636,217,457766,67953,3061,140,311609,40015,2154
423,5222,Nondepository credit intermediation,51,83874,14671,701,267,1893770,168514,4514,462,3237734,320116,9028,618,2065815,367302,12440
424,52222,Sales financing,51,83874,14671,701,25,335685,21645,765,33,545032,42409,1036,38,n/d,n/d,n/d
425,52229,Other nondepository credit intermediation,51,83874,14671,701,238,1251295,102684,2543,400,1163736,157327,5184,380,1053822,179634,6420
426,5223,Activities related to credit intermediation,51,83874,14671,701,92,56269,24392,880,96,129562,35284,1123,126,202528,31391,1395
427,52231,Mortgage and nonmortgage loan brokers,51,83874,14671,701,7,11841,3723,105,18,35807,11622,363,32,n/d,n/d,n/d
428,52232,"Financial transactions processing, reserve, and clearinghouse activities",51,83874,14671,701,33,10377,12865,428,39,66640,20015,580,13,n/d,n/d,n/d
429,52239,Other activities related to credit intermediation,51,83874,14671,701,52,34052,7805,347,39,27115,3647,181,81,74085,10401,671
430,523,"Securities, commodity contracts, and other financial investments and related activities",51,83874,14671,701,139,326759,121020,1715,181,598108,106304,1652,176,n/d,n/d,n/d
431,5231,Securities and commodity contracts intermediation and brokerage,51,83874,14671,701,34,152919,92057,962,39,327719,74719,719,129,n/d,n/d,n/d
432,52311,Investment banking and securities dealing,51,83874,14671,701,11,11697,5998,69,15,112454,30853,n/d,111,n/d,n/d,n/d
